geneid,moDC-2811_S3_001,moDC-3941_S6_001,moDC-4540_S9_001,moDC-4771_S12_001,mono-2811_S2_001,mono-3941_S5_001,mono-4540_S8_001,mono-4771_S11_001,tolDC-2811_S4_001,tolDC-3941_S7_001,tolDC-4540_S10_001,tolDC-4771_S13_001
LOC284837,4.8282,2.7914,1.9141,5.3296,4.0757,11.8064,9.514,5.451,1.841,2.429,0.4926,1.054
AGPAT3,14.8842,15.3197,15.2137,14.6165,2.5548,7.4398,9.1885,9.1303,12.3074,10.1659,10.9718,9.7358
TRAPPC10,13.1835,14.5615,15.424,15.2519,9.2001,11.3738,10.5155,12.8763,12.7848,14.2884,13.7466,11.8158
PWP2,3.849,4.291,3.7561,2.7919,2.6235,5.2592,4.7208,2.973,3.9263,4.6197,3.5794,3.5042
C21orf33,31.3115,30.3026,32.8899,21.4061,7.2968,12.799,18.6104,17.8314,34.6675,34.8221,37.2699,28.1329
ICOSLG,3.751,4.4114,2.9441,2.9516,13.2187,6.9713,4.9157,6.0175,1.8006,1.2427,1.4732,1.0557
DNMT3L,0,0,0.054,0,0,0,0,0,0,0.0491,0,0
AIRE,0.1229,0,0,0,0.3889,0.0751,0.2166,0,0,0,0,0.0682
PFKL,39.4834,42.0069,42.1022,40.6205,36.1171,33.7438,30.8209,30.3808,31.5252,30.0508,32.0849,33.044
C21orf2,4.9541,5.3318,5.337,5.5051,8.0511,7.6763,4.3212,5.1847,4.0878,4.6481,4.1272,4.4632
TRPM2,9.0312,5.7275,7.6104,15.9184,3.4681,2.2466,3.8883,3.9686,6.2061,3.1622,5.6351,5.2916
LRRC3-AS1,0.0884,0,0,0,0,0,0,0,0,0,0,0
LRRC3,0.3321,0.2628,0.4778,0.1153,0,0.1521,0.3901,0.0569,0.104,0.0334,0.1908,0.4606
DQ598454,0,0,0,0,0,0,0,0,0,0,0,0
DQ590668,0,0,0,0,0,0,0,0,0,0,0,0
DQ601137,0,0,0,0,0,0,0,0,0,0,0,0
DQ599834,0,0,0,0,0,0,0,0,0,0,0,0
DQ588725,0,0,0,0,0,0,0,0,0,0,0,0
TSPEAR,0,0,0,0.0364,0,0.032,0,0,0.0609,0,0.0124,0
C21orf90,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP10-1,0,0,0,0,0,0,0,0,0,0.0828,0,0
KRTAP10-2,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP10-3,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP10-4,0,0,0,0,0,0,0,0,0,0.0605,0,0
KRTAP10-5,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP10-6,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP10-7,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP10-8,0,0,0,0,0,0,0,0,0.0919,0,0,0
KRTAP10-9,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP10-10,0,0,0,0,0,0,0,0,0.0732,0,0,0
KRTAP10-11,0,0,0,0,0,0,0,0,0.0651,0,0,0
KRTAP12-4,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP12-3,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP12-2,0,0,0,0,0,0,0,0,0.1089,0,0,0
KRTAP12-1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP10-12,0,0,0,0,0,0,0,0,0,0,0,0
UBE2G2,15.9753,20.4109,15.3981,15.8434,6.7978,15.8796,13.1631,17.4333,15.9193,16.6827,15.4324,14.0445
SUMO3,49.2079,42.2929,50.9231,46.3286,17.0961,26.901,30.9383,35.628,39.9045,33.1763,35.6004,38.1392
PTTG1IP,68.6134,79.8104,68.4436,76.2528,44.3202,51.6745,48.8868,48.064,54.0617,55.2463,47.6914,46.4668
ITGB2,408.1811,412.458,480.1025,505.8232,149.2808,354.0595,441.8828,387.5126,468.217,487.2844,637.4387,504.2338
ITGB2-AS1,1.6879,1.1981,2.3421,2.1952,14.3358,14.7344,15.3242,15.4783,2.216,1.9864,2.6603,1.7179
C21orf67,1.1252,2.2999,1.1428,0.7816,0.7172,1.5185,1.1994,1.0822,0.7239,1.9664,0.574,0.8605
FAM207A,7.25,8.5009,7.3841,6.7575,5.5968,7.2774,5.2212,6.588,7.0477,8.1082,6.9461,9.1259
LINC00163,0,0,0,0,0.0882,0.0589,0,0,0,0,0,0
LINC00162,0,0,0,0,0,0,0,0,0,0,0,0
SSR4P1,0.0307,0.1824,0.1224,0.1281,0.0842,0.0563,0.1083,0.0632,0.0714,0,0.0873,0.2046
ADARB1,1.04,2.8843,2.1436,1.1182,0.3178,0.8492,0.5219,0.3999,0.7366,2.2593,1.4621,0.9135
C21orf89,0,0,0,0,0,0,0.2305,0,0,0,0,0
POFUT2,1.8675,2.0456,2.3496,2.5677,7.9386,5.4717,5.6304,4.7718,2.5951,2.3957,2.2197,3.4656
LOC642852,0.8708,1.7018,1.1977,1.43,0.2687,0.3545,0.7501,0.5845,0.8154,1.6302,1.2524,0.8158
COL18A1,1.0778,1.4297,4.2518,1.8803,3.2154,4.3553,1.9547,2.2472,0.6994,0.9564,1.8235,0.6859
COL18A1-AS2,0,0,0,0,0,0,0,0,0,0,0,0
COL18A1-AS1,0,0,0,0.0617,0,0,0,0,0.0344,0,0,0
MI0022660,0,0,0,0,0,0,0,0,0,0,0,0
SLC19A1,6.4167,7.2379,6.6798,4.5663,5.9139,6.9067,7.0419,4.7931,5.2113,7.6317,5.9479,4.5262
PCBP3,0,0.1292,0.0482,0,0.121,0.5425,0,0,0,0,0,0.1064
LOC100129027,0,0,0,0,0.053,0.1771,0.0341,0.0397,0,0,0,0
COL6A1,1.5916,1.4412,0.8934,1.5045,0.09,0.1078,0.1036,0.0605,0.5716,0.9308,0.3816,0.8467
COL6A2,1.0681,0.3132,0.589,1.0523,0.3014,0.0806,0.071,0,0.655,0.2244,0.369,0.604
DKFZp586E1322,0,0,0,0,0.0629,0,0,0,0.0647,0,0,0
FTCD,0,0,0,0,0,0,0,0,0,0,0.029,0.068
SPATC1L,0.7882,0.1413,1.5015,1.2401,1.4683,0.2973,2.1587,0.1456,0.8292,0.0718,1.6603,1.2876
LSS,8.3883,14.038,15.8181,11.5152,1.5532,2.1369,3.3987,1.7188,5.2899,8.0511,8.6419,7.1825
MCM3AP-AS1,0.1798,0.4666,0.1995,1.1438,0.1669,0.2757,0.2111,0.3696,0.5642,0.8436,0.2134,0.2503
MCM3AP,12.6281,14.1581,15.035,12.3942,10.1084,11.7095,13.6825,11.3818,12.1668,15.8191,14.7103,13.862
MCM3AP_var1,2.9976,2.0403,1.4414,3.9594,2.1143,1.1675,2.2301,0.4204,1.2767,1.2808,0.9334,2.5562
YBEY,7.2996,7.7005,9.8174,7.9669,1.1903,3.1148,5.666,6.1294,8.1297,8.0601,10.183,5.7431
C21orf58,0.2699,0.2726,0.3573,0.134,0.1013,0.3256,0.2151,0.1097,0,0.3686,0.1451,0.4273
BC031638,0.4035,0.6816,0.5104,0.418,0.0782,0.3949,0.4902,0.3164,0.5077,0.484,0.3206,0.5923
PCNT,2.9491,2.7231,3.7862,4.6772,5.2214,4.9005,4.9186,3.51,2.9449,2.2908,2.9761,2.6901
DIP2A,5.7162,5.4587,4.1409,5.3457,6.0453,7.1794,7.996,5.8847,8.1292,9.8533,7.6354,8.416
DIP2A-IT1,0,0,0,0,0,0,0,0,0,0,0,0
Metazoa_SRP_83,0,0,0,0,0,0.4262,0,0,0,0.2808,0,0
S100B,4.642,1.3775,0.8112,0,1.3154,1.007,0.3228,0.1256,21.4583,2.2115,1.3881,4.639
PRMT2,27.2759,26.2174,24.566,26.2382,6.382,19.2895,18.0772,20.9421,24.4761,27.3278,19.0074,18.0432
AK022914_2,0.0289,0.0687,0.124,0.2817,0,0,0,0,0.1007,0.144,0.2184,0
LINC00516_2,0,0,0,0,0,0,0,0,0,0,0,0
BC017398_2,0,0,0.0255,0,0,0,0,0,0,0.3016,0.0355,0
AK056135_2,0,0,0.0361,3.6244E-40,0,0,9.1818E-06,0.2479,0,0.1455,0,0
DQ590589_11,0,0,0,0,0,0,0,0,0,0,0,0
DQ573684_6,0,0,0,0,0,0,0,0,0,0,0,0
DQ595048_5,0,0,0,0,0,0,0,0,0,0,0,0
DQ587539_12,0,0,0,0,0,0,0,0,0,0,0,0
DQ582484_2,0,0,0,0,0,0,0,0,0,0,0,0
DQ599820,0,0,0,0,0,0,0,0,0,0,0,0
P704P,0,0.0193,0,0.0563,0,0,0.0287,0,0,0.0196,0,0.0542
POTEH,0,0,0,0,0,0,0,0,0,0,0,0
P712P_2,0,0,0,0,0.0204,0,0,0,0,0.0326,0,0
OR11H1,0,0,0,0,0,0,0,0,0,0,0,0
DQ571479_5,0,0,0,0,0,0,0,0,0,0,0,0
CCT8L2,0,0,0,0.0704,0,0,0,0,0,0.0408,0,0.0562
TPTEP1,0.546,1.4672,0.8502,0.6597,2.3093,3.6156,1.7654,1.156,0.4378,1.0251,0.8174,0
ANKRD62P1-PARP4P3,0,0.107,0,0,0,0.0826,0,0,0,0,0,0
BC038197,0,0,0,0,0,0,0,0,0,0,0,0
XKR3,1.2784,1.028,3.1754,2.7492,0,0,0,0,0.4787,0.4478,0.9954,0.6862
HSFY1P1,0,0,0,0,0,0,0,0,0,0,0,0
IGKV1-12,0,0,0,0,0,0,0,0,0,0,0,0
GAB4,0,0.0313,0,0.055,0,0,0,0,0,0,0,0
CECR7,0,0.1207,0.0338,0,0.0697,0.1398,0.1344,0,0.0295,0.0614,0.0361,0.0423
IL17RA,34.0709,32.0152,31.1412,33.2057,12.3368,19.0582,35.4907,28.8316,52.0986,53.4424,52.6882,43.7453
CECR6,0.5881,1.1426,0.9223,1.3495,0.6718,0.8336,1.881,2.3911,0.5488,1.9856,0.9447,2.141
BC021738,0,0,0.0784,0,0.1618,0.3243,0.3118,0,0,0,0,0
CECR5,15.5894,12.8842,16.7034,15.0004,3.3769,11.9877,12.1394,13.5326,29.1876,18.3505,26.7366,26.7815
CECR5-AS1,0.3146,0,0,0,0,0,0,0,0,0.5346,0,0.553
CECR1,42.5612,38.9323,32.729,55.6547,19.8604,61.9413,48.6571,41.6761,49.1358,59.538,48.5163,53.2437
CECR3,0.0362,0,0.0962,0.0755,0.3972,0.0664,0.3191,0.0745,0.0421,0.0437,0.0257,0.0603
CECR2,0.4215,0.5932,0.4129,0.7799,0.0682,0.0911,0.561,0.2623,0.3491,0.3756,0.2532,0.9579
SLC25A18,0.1098,0.2439,0.5459,0.3569,0.4339,0,0.1935,0.2258,0.1193,0.2067,0.3162,0.228
ATP6V1E1,117.2937,125.0119,133.1513,127.7056,19.4793,36.183,45.4794,25.0837,95.8863,116.3453,103.0804,98.8671
BCL2L13,10.5722,9.8539,11.5742,15.8282,8.6873,10.2817,17.7724,13.7167,12.1877,10.4473,12.495,13.7694
DQ570096,1.1172,0.7667,0.794,1.0583,4.4413,0.8278,4.5379,2.464,1.1879,1.1936,0.7965,1.404
BID,20.0548,21.8121,24.5133,14.7107,36.2835,42.442,55.6383,45.9545,33.0353,28.7728,29.5117,30.6754
MI0014246,0,0,0,0,0,0,0,0,0,0,0,0
MICAL3,0.257,0.2942,0.2814,0.2906,3.6607,1.108,0.9032,0.5902,0.3,0.4177,0.2924,0.3907
BC064400,0,0.0325,0,0,0.1461,0,0,0,0,0,0,0
MI0003663,0,0,0,0,0,0,0,0,0,0,0,0
FLJ41941,0.0291,0,0,0,0,0,0,0,0.0338,0,0,0
PEX26,6.1443,6.7051,6.1538,6.5138,1.7685,3.8279,4.8079,5.6117,5.8456,7.1738,6.683,5.7981
Em:AC008101.5,0,0,0.3914,0.2533,0.3739,0.2896,0.5067,0,0.3008,0,0.1877,0.2728
TUBA8,0.03,0.2324,0.5635,0.437,3.5793,4.6103,3.1136,1.7447,0.4169,2.5095,1.7301,1.2495
USP18,1.022,1.4961,2.1615,6.1763,0,0.9361,1.1404,0.7704,0.5934,1.2334,1.1855,1.2475
AK129567,0,0,0,0.0769,0.1014,0,0,0,0,0.1646,0,0.1224
AK302545,0,0,0,0,0,0,0,0,0,0,0,0
GGT3P,0,0.0404,0,0,0,0,0,0.0615,0,0.0417,0,0
BC112340,0,0,0,0.0855,0,0,0,0,0,0,0,0
BC051721,0,0,0,0,0,0,0,0,0,0,0,0
AL117485,0,0,0,0.1569,0,0,0.0353,0.1114,0.0537,0.0218,0,0.0234
DQ786190,0,0,0,0,0,0,0,0,0,0.0391,0,0
DGCR6,3.1935,3.1589,4.7553,5.9001,5.0251,2.96,2.9667,5.657,2.8082,1.8139,3.2007,5.0901
PRODH,0,0.0808,0,0,0.1865,0.2493,0.2997,0.4895,0,0,0,0.0566
DGCR5,0.5313,0.1486,0.3887,1.3633,0,0.0967,0.093,0.2171,1.0236,0.1053,0.5702,0.3267
DQ585141,0,0,0,0,0,0,0,0,0,0,0,0
DGCR9,0,0,0,0.3589,0,0.1578,0.1517,0.2361,0.0667,0.0346,0.0612,0.1911
DGCR10,0,0,0.0993,0,0,0,0,0,0,0,0,0.1245
DGCR2,7.8164,8.485,7.5481,7.2677,4.3068,8.0121,11.2347,8.7811,8.0824,9.8642,9.166,8.6992
Y_RNA_77,0,0,0,0,0,0,0,0,0,0,0,0
DGCR11,0.3757,0.5575,0.499,0.522,1.0301,1.0899,1.2688,0.7081,0.2545,0.9448,0.5337,0.7818
DGCR14,1.4419,1.5128,1.5558,1.7975,1.9059,2.2169,2.1774,2.038,1.5846,1.3984,1.3898,1.7785
TSSK2,0,0,0,0,0,0,0,0,0,0,0,0
GSC2,0,0,0,0,0,0,0,0,0,0,0,0
SLC25A1,21.7668,24.3806,29.1543,18.9392,2.4292,6.2997,9.2509,8.7521,14.8599,16.1243,17.9926,13.5473
CLTCL1,0.3089,0.266,0.2578,0.0842,0.2745,1.1418,2.0112,1.4576,0.2152,0.0976,0.369,0.5527
HIRA,6.2132,5.7413,6.5022,7.7294,5.7562,3.9136,4.2437,3.6161,6.1496,5.6473,6.8335,5.7463
MRPL40,35.7372,35.7208,42.1081,37.3306,4.6655,12.6343,13.7289,13.995,23.5054,25.079,20.4195,23.4062
C22orf39,21.1482,18.0142,18.4343,21.3633,6.9486,13.9602,15.4172,17.8374,14.6341,19.0864,12.0977,13.6558
BX648073,1.9838,1.9751,2.0293,2.2111,1.8922,1.9895,2.7156,4.4354,2.1591,1.6775,1.6267,1.4785
UFD1L,10.592,12.0509,10.4808,9.7713,9.5383,10.48,12.1415,14.0686,9.4421,10.1792,8.081,9.2286
U84523,0,0,0,0,0,0,0,0,0,0,0,0
CDC45,0.809,0.1721,0.1165,0.379,0.1203,0,0.1377,0.2492,0.5905,0.1589,0.0623,0.5043
CLDN5,0,0,0,0.0849,2.7917,1.7908,1.7941,1.8423,0.0473,0.0362,0,0
LINC00895,0,0,0,0,0,0,0,0,0.1134,0.1178,0,0
SEPT5-GP1BB,0.247,0.3999,0.6867,0.7574,7.3629,13.5199,6.2958,3.7667,0.3043,0.0359,0.201,0
TBX1,0.0333,0,0,0.1388,0,0,0,0,0.055,0.0402,0,0
GNB1L,1.1866,2.2752,2.9093,1.8071,0,0.6689,1.2865,0.8445,1.5369,1.4321,2.0096,1.7472
C22orf29,2.878,2.3812,2.7265,2.5068,0.8198,0.5342,1.3399,0.8271,2.9419,2.6976,2.6485,1.7707
TXNRD2,6.2189,5.8862,5.3079,6.8531,2.7718,8.0947,11.2825,6.657,4.9275,4.6136,6.6524,5.2438
COMT,32.7126,31.9171,32.0872,44.6966,13.8883,18.1503,18.1673,19.8124,35.5785,30.978,39.9345,31.1616
MI0017402,0,0,0,0,0,0,0,0,0,0,0,0
ARVCF,0.9189,1.8424,1.2264,1.3741,0.6434,0.215,0.1965,0.1206,0.5601,0.779,0.5013,0.7022
TANGO2,19.8751,18.8675,21.37,15.9465,7.8763,12.1022,13.4752,11.0899,19.713,21.3268,20.6362,13.092
MI0000482,0,0,0,0,0,0,0,0,0,0,0,0
DGCR8,3.5446,3.8347,3.8452,4.0179,2.4701,3.5081,4.0108,2.5115,3.7035,4.1802,3.6989,2.9577
MI0016008,0,0,0,0,0,0,0,0,0,0,0,0
MI0006443,0,0,0,0,0,0,0,0,0,0,0,0
TRMT2A,11.9202,13.1512,14.5249,11.88,8.9586,11.7791,12.4404,9.5455,12.3254,9.9195,11.1008,10.8396
MI0022661,0,0,0,0,0,0,0,0,0,0,0,0
RANBP1,32.7983,35.2934,31.8823,31.8888,9.4614,21.9212,23.5686,20.1709,36.2604,32.6198,31.9856,32.6494
ZDHHC8,1.3832,2.2081,1.5997,1.8227,1.8781,2.4683,2.5588,1.8769,1.225,1.636,1.4539,1.6577
LOC388849,0,0,0.1454,0,0,0.2006,0,0,0,0,0,0
LOC284865,0.0623,0,0.0413,0.1297,0,0,0,0,0.1807,0,0.2432,0.1554
LINC00896,0.0943,0.2611,0.0417,0,0.2585,0.1151,0.1661,0.2584,0.2919,0.8723,0.1786,0.1569
RTN4R,20.8083,18.5667,26.1312,34.8563,0,0,0.4455,0,10.3454,12.0337,14.5732,9.4406
MI0006348,0,0,0,0,0,0,0,0,0,0,0,0
KIAA1653,0,0,0.0157,0.0739,0.0972,0.0433,0.0208,0.0729,0.0137,0.0143,0.0084,0.059
DGCR6L,27.0603,22.4615,23.3238,24.6227,7.4807,11.7444,10.2526,14.645,23.5864,17.4048,16.7386,24.4999
LOC729444,0,0,0,0.0008,0.0008,0,0,0,0,0,0,0.0017
TMEM191B,0.1559,0.9178,0.0808,1.614,0.3292,0.9345,0.2099,1.3401,0.181,0.9102,0.2555,1.4972
PI4KAP1,1.0266,2.759,2.074,4.7828,2.7135,9.5235,3.5894,5.7025,0.9332,3.8592,1.7684,5.4964
HV593096,0,0,0,0,0,0,0,0,0,0,0,0
HV593134,0,0,0,0,0,0,0,0,0,0,0,0
HV593127,0,0,0,0,0,0,0,0,0,0,0,0
HV593178,0,0,0,0,0,0,0,0,0,0,0,0
HV593135,0,0,0,0,0,0,0,0,0,0,0,0
7SK_97,0,0,0,0,0,0,0,0,0,0,0,0
RIMBP3,0.3304,0.4616,0.4526,0.6394,0,0.0658,0,0.0738,0.2779,0.6477,0.24,0.4411
Metazoa_SRP_84,0,0,0,0,0,0,0,0,0,0.3043,0,0
JX456220,0,0,0,0,0,0,0,0,0,0,0,0
USP41,0,0,0.1734,0,0.1611,0.1385,0,0,0,0,0,0
ZNF74,1.1468,0.9806,1.1708,0.8425,0,0.644,0.8362,0.5542,1.2936,0.961,1.1245,1.5956
SCARF2,0.0198,0.0706,0.0527,0.0413,0.4351,0.2895,0.1398,0.0408,0.1152,0,0.0423,0.1981
KLHL22,5.0086,5.6933,5.5606,5.7987,1.2104,2.5245,3.0173,2.1793,3.4157,3.9178,3.5383,4.2787
MED15,3.7532,4.3356,4.4871,3.88,24.1265,17.779,12.4618,11.4873,4.058,6.4519,4.8351,6.2982
BC035867,0,0,0,0,0.0902,0.1205,0,0,0,0,0,0
POM121L4P,0,0,0,0,0,0,0.0564,0,0,0.0772,0,0.0532
DQ571461_3,0,0,0,0,0,0,0,0,0,0,0,0
TMEM191A,0.5834,0.2942,0.4702,0.5165,0.3883,0.4152,0.4018,0.5095,0.2056,0.2991,0.0754,0.501
PI4KA,11.6636,16.5833,16.9098,12.6581,18.5557,11.1855,10.1331,9.8234,12.7013,13.9987,17.2174,8.817
HV593183,0,0,0,0,0,0,0,0,0,0,0,0
HV593110,0,0,0,0,0,0,0,0,0,0,0,0
SERPIND1,0,0.037,0.1244,0.2579,0.7633,0.7934,0.385,0.1925,0,0.3014,0.1758,0.1559
SNAP29,11.0471,11.9923,11.2572,10.7479,5.5755,9.329,9.2874,9.6,9.6351,10.1125,9.8102,9.1262
CRKL,11.4825,12.1303,12.1661,12.7067,16.0613,12.7357,16.2166,17.826,11.4576,10.8755,11.6686,12.9985
BC033281,4.7694E-21,1.9735E-08,0.2238,0.318,0,0,9.2665E-31,3.1637E-27,0.0027,0.5503,7.6055E-09,0.2353
BC127858,0.4899,0.2908,0.3253,1.021,0,0.4488,0.8632,1.5109,0,0,0.348,0
AIFM3,0.9168,0.6437,1.6159,1.849,2.0409,0.4334,3.526,4.0396,1.0221,0.5354,1.2603,0.9846
LZTR1,4.8246,6.478,6.6506,4.5125,4.2026,6.8042,7.8112,6.6066,5.5502,5.8748,5.6852,5.7166
THAP7,5.9802,4.3183,7.1572,9.8492,3.0605,3.3096,6.0926,5.4153,6.8704,5.0467,5.9608,8.0281
DQ574263,0,0,0,0,0,0,0,0,0,0,0,0
THAP7-AS1,0.457,0.9121,1.2768,0.9524,0.301,0.905,1.0638,1.1285,0.4462,0.5516,1.0915,1.7359
TUBA3FP,0.0709,0,0.0471,0,0.0971,0.1298,0.1248,0.2914,0,0,0.0252,0.059
P2RX6,0,0.0407,0.0427,0.1218,0,0.0627,0,0.0535,0,0.0413,0.0243,0
SLC7A4,0,0,0,0,0,0,0,0,0,0.0362,0,0
MI0003664,0,0,0,0,0,0,0,0,0,0,0,0
P2RX6P,0,0,0,0,0,0,0,0,0,0,0,0
LOC400891,0,0,0,0,0,0,0.0254,0,0,0,0.0103,0
BCRP2,0,0,0,0,0,0,0,0.0621,0,0.0557,0,0
POM121L7,0,0.0696,0,0,0,0,0,0,0.0681,0.1416,0.0583,0
DQ570150_2,0,0,0,0,0,0,0,0,0,0,0,0
AK128837,0,0,0,0,0,0,0,0,0,0.0856,0,0
BC039313,0.0269,0,0,0.056,0,0,0,0,0,0,0,0
GGT2,0,0,0,0,0,0,0,0,0,0,0,0
POM121L8P,0,0,0,0.0228,0,0,0,0,0,0,0,0
BCR,2.8142,2.9603,3.0022,3.0729,4.992,4.9962,4.2332,4.7255,4.7229,3.8512,3.9712,5.4035
AX748067,0,0,0,0,0,0,0,0,0,0,0,0
RIMBP3C,0.3038,0.4616,0.2785,0.4579,0.0984,0,0.1898,0,0.0695,0.6522,0.117,0.4951
HIC2,1.6321,1.9615,1.5579,2.1045,3.7134,2.3613,2.7287,2.5586,1.0698,1.6497,1.5431,2.7739
TMEM191C,0.6369,0.9114,1.2556,0.6261,1.0854,1.0782,0.5087,1.2825,0.5805,1.29,0.2759,0.3515
AK308704,0.1791,0.6741,0,0.5187,0.1706,0.798,0.4168,0.2404,0,0.4001,0.1509,0.1715
PI4KAP2,3.3368,5.6251,3.0727,5.1057,9.6969,8.9126,3.5708,7.5119,3.22,4.6091,2.8488,6.9806
UBE2L3,31.2611,38.7835,37.7932,28.5046,9.2087,19.9358,21.6732,22.5719,25.5518,28.4406,28.2831,24.3387
YDJC,4.8682,5.6913,6.2218,7.9876,2.7853,6.858,7.5416,3.8769,4.6496,6.3612,4.7416,7.0575
CCDC116,0,0,0,0.1318,0.0867,0.0693,0.2229,0,0.0439,0,0,0.1053
SDF2L1,14.912,20.1477,17.5917,20.8274,8.046,10.1716,10.7606,16.1444,9.0264,14.0724,10.1964,18.0877
MI0005568,0,0,0,0,0,0,0,0,0,0,0,0
MI0000748,0,0,0,0,0,0,0,0,0,0,0,0
PPIL2,8.7845,9.4781,9.3674,8.449,7.6269,6.7831,7.4834,4.6013,7.8429,8.9587,7.0966,7.9009
YPEL1,0.6417,0.577,0.3086,1.2512,0.6499,0.5862,0.8326,0.9327,0.5896,0.7885,0.4287,1.1387
MAPK1,33.1012,40.1036,36.2711,31.1429,20.3553,28.5422,29.9723,25.7699,38.6588,44.4515,37.7952,37.0818
PPM1F,9.8462,11.9097,12.0873,9.5835,24.1155,27.3215,34.2725,28.3434,11.5597,13.7792,11.9761,13.5033
TOP3B,3.3556,4.0391,4.1147,3.7418,2.18,3.0098,2.9971,2.9711,3.3876,3.558,4.4491,3.4347
AK131325,0,0,0,0,0,0,0,0,0,0.0275,0,0
BC089413,0,0,0,0,0,1.098,0,0,0,0,0,0
abParts_5,0.017,0.0052,0.0052,0.0247,0.2235,0.0962,0.0147,0.2507,0.0335,0.0048,0.0139,0.0325
VPREB1,0,0,0,0,0,0,0,0,0,0.1305,0,0
LOC96610,10.079,10.1336,10.5094,9.9593,7.7398,5.9188,10.2995,7.5398,10.0821,9.4258,10.5611,8.5051
DKFZp667J0810,0.1717,0.1671,0,0,0.5726,0.3226,0.1823,2.1632,0.0708,0.0438,0,0
ZNF280B,0.0425,0.2017,0.1128,0.3541,0.1165,0,0,0.0249,0.0843,0.1025,0.086,0.0707
ZNF280A,0,0,0,0,0,0,0,0,0.0494,0,0.0229,0
PRAME,0,0,0.0907,0,0,0,0,0,0,0.0412,0,0
LOC648691,0,0,0,0,0,0,0,0,0.0259,0.0269,0,0
POM121L1P,0,0,0,0,0,0.0318,0.0482,0,0.0403,0,0,0
DQ597441_2,0,0,0,0,0,0,0,0,0,0,0,0
GGTLC2,0,0,0,0,0.2413,0,0,0,0,0.1235,0,0
MI0003665,0,0,0,0,0,0,0,0,0,0,0,0
MI0019115,0,0,0,0,0,0,0,0,0,0,0,0
IGLL5,0.0738,0.2332,0,0,1.2976,0.8014,0,0.4914,0.1715,0,0,0
DQ575049,0,0,0,0,0.1503,0,0,0,0,0.0482,0,0
RTDR1,0,0,0,0,0,0,0,0,0,0.0783,0,0.1079
GNAZ,0.0432,0.0257,0.0287,0.045,4.6804,8.4719,4.5688,3.9097,0.0251,0.0261,0,0
RAB36,0.0185,0.0438,0,0,0.1012,0.2029,0.1301,0.1518,0.0842,0.2627,0.1675,0.0922
FBXW4P1,0.0621,0.1474,0.1237,0.3235,0.9363,1.0806,0.6564,0.7021,0.2884,0.2998,0.3087,0.2584
CES5AP1,0,0,0,0,0,0,0,0,0,0,0,0
ZDHHC8P1,0,0,0,0,0,0,0,0,0,0,0.0224,0
LOC388882,0,0,0,0,0,0,0,0,0,0,0,0
IGLL1,0.0884,0,0,0,0,0,0,0.1584,0.1027,0,0.0628,0
C22orf43,0,0.0633,0,0.3334,0,0.1954,0,0,0.1858,0.2574,0.0379,0
DQ586720,0,0,0,0,0,0,0,0,0,0,0,0
GUSBP11,7.0602,5.0403,5.8867,8.3297,16.7327,12.1118,11.8751,10.1449,6.0787,6.7485,7.5575,4.4096
RGL4,0.0317,0.0752,0.1843,0.2312,2.5555,1.7115,1.0729,1.3966,0.2208,0.3824,0.3269,0
ZNF70,0.5695,0.635,0.4355,0.5387,0.3785,0.1898,0.4561,0.1774,0.6003,0.7707,0.527,0.8905
VPREB3,0,0,0.1574,0,0,0.2171,0,0,0,0.4291,0.1683,0.1973
C22orf15,0.0816,0.0968,0,0,0,0.1494,0,0.1677,0,0,0.1158,0
CHCHD10,100.0228,86.8701,91.392,60.7958,11.1471,22.3459,23.461,22.1524,90.8879,64.4078,73.637,66.3246
MMP11,0,0,0,0,0,0,0,0.0688,0.0712,0.0808,0.0238,0
SMARCB1,7.0607,7.3276,7.1385,7.1036,9.686,8.2243,8.1399,6.7791,7.4373,6.7519,8.3168,6.5118
DERL3,0.0447,0,0.0861,0.1399,0.2218,0.3952,0.2107,0.2222,0.0753,0,0.1382,0.0899
AK096976,0,0.1101,0,3.327E-29,0.0325,0.0017,0.0179,0.6678,4.0584E-32,0,0,0.1674
SLC2A11,0.7107,0.6981,0.417,1.0397,0.3256,1.1135,0.6624,0.8631,0.7915,0.6998,0.8481,0.6676
DQ601926,0,0,0,0,0,0,0,0,0,0,0,0
LOC284889,1.1914,0.51,1.0515,0.6986,1.3685,1.5846,1.8057,1.6933,0.9216,0.5201,0.7985,1.5993
MIF,220.4959,208.3409,173.6249,161.0536,68.5081,78.2484,85.4749,86.1158,221.3992,146.5134,168.8981,312.3627
DQ574115,0,0,0,0,0,0,0,0,0,0,0,0
DQ579704,0,0,0,0,0,0,0,0,0,0,0,0
DQ584254,0,0,0,0,0,0,0,0,0,0,0,0
DQ571361,0,0,0,0,0,0,0,0,0,0,0,0
DQ575315,0,0,0,0,0,0,0,0,0,0,0,0
